asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,max_ramp_down,max_ramp_up,min_operating_point,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method
ES_Nuclear,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
ES_Gas,14920.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_E_ENS,18910.67469,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_Wind_Onshore,13000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_Wind_Offshore,9978.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_Solar,29000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_Hydro,4271.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
PT_Gas,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_E_ENS,71136.5182,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_Wind_Onshore,38210.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_Wind_Offshore,18500.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_Solar,236134.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_Hydro,15846.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_Gas,41910.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
IT_OCGT,4320.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
MT_E_ENS,623.6784,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
MT_Solar,374.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
MT_Gas,450.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_E_ENS,3143.9856,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Wind_Onshore,7554.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Wind_Offshore,3200.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Solar,35948.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Hydro,312.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Nuclear,1100.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Coal,575.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_Gas,2282.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SI_OCGT,1126.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_E_ENS,12134.8298,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_Wind_Onshore,3000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_Solar,23396.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_Hydro,64.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_Nuclear,2360.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_Gas,3070.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HU_OCGT,154.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_E_ENS,6358.4868,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Wind_Onshore,2000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Solar,5000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Hydro,1446.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Nuclear,3096.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Coal,251.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
SK_Gas,1341.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_E_ENS,2850.6005,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_Wind_Onshore,5650.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_Wind_Offshore,7600.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_Solar,7576.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_Hydro,126.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LT_Gas,293.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_E_ENS,2112.9151,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_Wind_Onshore,352.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_Wind_Offshore,7500.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_Solar,605.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_Hydro,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
LV_Gas,73.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
EE_E_ENS,2493.6576,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
EE_Wind_Onshore,861.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
EE_Wind_Offshore,6999.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
EE_Solar,3520.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_E_ENS,20200.0318,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_Wind_Onshore,87909.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_Wind_Offshore,12000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_Solar,47767.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_Nuclear,10000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_Gas,234.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
FI_OCGT,87.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_E_ENS,3695.2681,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Wind_Onshore,3000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Wind_Offshore,2896.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Solar,3188.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Hydro,2011.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Coal,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
HR_Gas,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_E_ENS,14331.0508,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_Wind_Onshore,27500.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_Wind_Offshore,17500.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_Solar,46500.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_Hydro,3522.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_Gas,5037.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
GR_OCGT,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_E_ENS,6792.4289,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Wind_Onshore,9000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Solar,9110.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Hydro,1817.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Nuclear,2000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Coal,1004.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_Gas,2315.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BG_OCGT,20.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_E_ENS,14269.1448,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Wind_Onshore,9000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Wind_Offshore,1000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Solar,34194.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Hydro,5958.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Nuclear,3087.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Coal,0.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_Gas,5840.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
RO_OCGT,167.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
CY_E_ENS,1269.453,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
CY_Wind_Onshore,400.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
CY_Solar,2273.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
CY_Gas,524.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
OBZLL_Wind_Offshore,2000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
EU_SMR_CCS,999999999.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
BORROW_WATER,1000000.0,0.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,producer,false,false,,
NL_Battery,52294.0,156882.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
BE_Battery,1130.0,3390.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
DE_Hydro_Reservoir,1297.0,258600.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
DE_Battery,111097.0,333291.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
DE_Pump_Hydro_Closed,7382.0,242200.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
DE_Pump_Hydro_Open,1644.0,416700.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
FR_Hydro_Reservoir,8785.0,10000000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
FR_Pump_Hydro_Closed,1950.0,10000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
FR_Pump_Hydro_Open,1850.0,90000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
UK_Battery,12932.0,38796.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
UK_Pump_Hydro_Closed,2744.0,26400.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
IE_Battery,52206.0,156618.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
IE_Pump_Hydro_Closed,292.0,1700.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CH_Battery,5050.0,15150.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
CH_Pump_Hydro_Closed,2170.0,70000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CH_Pump_Hydro_Open,10732.0,8800000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
AT_Hydro_Reservoir,2489.0,757000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
AT_Battery,304.0,912.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
AT_Pump_Hydro_Closed,300.0,1800.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
AT_Pump_Hydro_Open,5793.0,1732600.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
LU_Pump_Hydro_Closed,1310.0,5000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CZ_Hydro_Reservoir,698.0,2500.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CZ_Battery,3610.0,10830.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
CZ_Pump_Hydro_Closed,688.0,3700.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CZ_Pump_Hydro_Open,470.0,2300.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
PL_Hydro_Reservoir,272.0,800.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
PL_Pump_Hydro_Closed,1323.0,6300.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
PL_Pump_Hydro_Open,216.0,1500.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
SE_Hydro_Reservoir,16447.0,31931326.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
SE_Battery,543.0,1629.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
NO_Pump_Hydro_Open,760.0,4560.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
NO_Hydro_Reservoir,30728.0,89577400.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
ES_Hydro_Reservoir,10972.0,11648500.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
ES_Battery,32000.0,96000.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
ES_Pump_Hydro_Closed,6866.0,99000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
ES_Pump_Hydro_Open,2683.0,5961900.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
PT_Hydro_Reservoir,3766.0,1289600.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
PT_Pump_Hydro_Open,3832.0,2017900.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
IT_Hydro_Reservoir,9576.0,5567850.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
IT_Battery,142781.0,428343.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
IT_Pump_Hydro_Closed,6200.0,63000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
IT_Pump_Hydro_Open,3254.0,288990.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
SI_Battery,65.0,195.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
SI_Pump_Hydro_Closed,180.0,2600.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
HU_Battery,954.0,2862.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
SK_Hydro_Reservoir,21.0,17242.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
SK_Pump_Hydro_Closed,650.0,4100.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
SK_Pump_Hydro_Open,276.0,45550.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
LT_Battery,3658.0,10974.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
LT_Pump_Hydro_Closed,930.0,10600.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
FI_Hydro_Reservoir,3237.0,5530000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
FI_Battery,5887.0,17661.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
HR_Hydro_Reservoir,1941.0,2045900.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
HR_Battery,365.0,1095.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
HR_Pump_Hydro_Open,281.0,18300.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
GR_Hydro_Reservoir,2744.0,3600000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
GR_Battery,33048.0,99144.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
GR_Pump_Hydro_Closed,680.0,0.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
GR_Pump_Hydro_Open,699.0,4500.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
BG_Hydro_Reservoir,1281.0,843000.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
BG_Pump_Hydro_Closed,864.0,9400.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
BG_Pump_Hydro_Open,535.0,255300.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
RO_Hydro_Reservoir,2579.0,2425300.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
RO_Battery,1346.0,4038.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
RO_Pump_Hydro_Open,839.0,1506400.0,==,0.0,1.0,0,,false,false,none,true,,,0.0,false,false,1.0,storage,false,false,,
CY_Battery,3076.0,9228.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
DK_Battery,1850.0,5550.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
BG_Battery,4923.0,14769.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
FR_Battery,24461.0,73383.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
LV_Battery,149.0,447.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
PT_Battery,3294.0,9882.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
SK_Battery,2462.0,7386.0,==,0.0,1.0,0,,false,false,none,false,,,0.0,false,false,1.0,storage,false,false,,
